标题,中文标题,领域分类,研究机构,PDF链接,论文链接,简明摘要,Upvote数
AMD-Hummingbird: Towards an Efficient Text-to-Video Model,AMD-Hummingbird：朝着高效的文本到视频模型迈进,Other,Other,https://arxiv.org/pdf/2503.18559,https://huggingface.co/papers/2503.18559,本论文提出了一种轻量级的文本到视频生成框架，名为Hummingbird，旨在平衡计算效率与视频质量，尤其适用于资源有限的设备。通过将U-Net模型参数从14亿减少到7亿，Hummingbird显著提升了效率，同时保持高质量的视频生成。该方法还引入了一种新颖的数据处理流程，结合大型语言模型和视频质量评估模型，以优化文本提示和视频数据的质量。实验表明，Hummingbird在速度上比现有的先进模型快31倍，并支持生成长达26帧的视频，展示了其在实际应用中的高效性和灵活性。,3
"V-Seek: Accelerating LLM Reasoning on Open-hardware Server-class RISC-V
  Platforms",V-Seek：在开放硬件服务器级RISC-V平台上加速大语言模型推理,LLM,Other,https://arxiv.org/pdf/2503.17422,https://huggingface.co/papers/2503.17422,本论文提出了V-Seek，一种针对开放硬件RISC-V平台上大型语言模型（LLM）推理优化的方法。随着LLM的快速发展，传统的GPU系统面临成本和灵活性的挑战，而基于RISC-V的CPU提供了一个有前景的替代方案。研究集中于Sophon SG2042这一首款商用多核RISC-V CPU，优化了两个最新的LLM（DeepSeek R1 Distill Llama 8B和QWEN 14B），实现了在令牌生成和提示处理方面的显著加速，分别达到4.32/2.29和6.54/3.68令牌/秒，较基线提升了2.9倍至3.0倍。这一研究为RISC-V在LLM推理领域的应用奠定了基础。,3
Variance Control via Weight Rescaling in LLM Pre-training,通过权重重缩放控制大语言模型预训练中的方差,LLM,Other,https://arxiv.org/pdf/2503.17500,https://huggingface.co/papers/2503.17500,本论文探讨了在大型语言模型（LLM）预训练中，权重初始化和方差控制对模型性能的影响。作者提出了层索引重标定（LIR）权重初始化方案和目标方差重标定（TVR）方差控制策略。通过对1B参数的LLaMA模型进行实验，结果表明，采用这些技术进行方差管理显著提升了下游任务性能（提高最多4.6%），并减少了极端激活值，从而缓解了量化和低精度训练中的挑战。这项研究强调了在LLM训练中优化方差管理的重要性。,3
"Lost in Cultural Translation: Do LLMs Struggle with Math Across Cultural
  Contexts?",文化翻译中的迷失：大语言模型在文化背景下的数学能力是否受限？,LLM,Microsoft,https://arxiv.org/pdf/2503.18018,https://huggingface.co/papers/2503.18018,这篇论文探讨了大型语言模型（LLMs）在处理文化适配数学问题时的表现。研究生成了六个基于GSM8K的合成文化数据集，修改了个人名称、食物和地名等文化元素。结果表明，LLMs在文化上下文变化时，尽管数学结构保持不变，仍会遇到困难。较小的模型表现下降更显著，而对相关文化背景的熟悉度能提升数学推理能力，甚至一些未经过数学训练的模型在文化嵌入的数学问题上超越了更大、更擅长数学的模型。这项研究强调了文化背景对LLMs数学推理能力的影响，并呼吁在训练数据中增加多样性以增强模型的鲁棒性。,3
"Diffusion-4K: Ultra-High-Resolution Image Synthesis with Latent
  Diffusion Models",Diffusion-4K：基于潜在扩散模型的超高分辨率图像合成,Diffusion Model,Other,https://arxiv.org/pdf/2503.18352,https://huggingface.co/papers/2503.18352,本文提出了Diffusion-4K，一个用于直接生成超高分辨率图像的新框架，基于文本到图像的扩散模型。主要贡献包括构建Aesthetic-4K基准数据集，填补了4K图像合成数据集的空白，并引入了GLCM评分和压缩比等新评估指标。我们还提出了一种基于小波的微调方法，以直接训练真实的4K图像，从而提升生成图像的细节和质量。实验结果表明，Diffusion-4K在超高分辨率图像合成中表现出色，特别是在大型扩散模型的支持下，展示了其在高质量图像生成和文本提示遵循方面的优势。,3
FFaceNeRF: Few-shot Face Editing in Neural Radiance Fields,FFaceNeRF：神经辐射场中的少样本人脸编辑,Other,Other,https://arxiv.org/pdf/2503.17095,https://huggingface.co/papers/2503.17095,FFaceNeRF是一种基于神经辐射场（NeRF）的面部编辑技术，旨在克服传统方法中因固定分割掩膜布局而导致的用户控制限制。通过引入几何适配器和特征注入，FFaceNeRF可以有效操控面部几何属性，并采用潜在混合进行三平面增强，使其能够在少量样本下进行训练。这种方法快速适应用户所需的掩膜布局，适用于个性化医疗成像和创意面部编辑等领域。比较评估显示，FFaceNeRF在灵活性、控制力和生成图像质量方面优于现有的基于掩膜的面部编辑方法，为高保真3D面部编辑的未来发展铺平了道路。,2
"RDTF: Resource-efficient Dual-mask Training Framework for Multi-frame
  Animated Sticker Generation",RDTF：用于多帧动画贴纸生成的资源高效双掩码训练框架,Other,Tencent,https://arxiv.org/pdf/2503.17735,https://huggingface.co/papers/2503.17735,本论文提出了一种资源高效的双掩码训练框架（RDTF），用于多帧动画贴纸生成。研究表明，在资源受限的情况下，从头训练一个小型视频生成模型，利用百万级样本，比对大型模型进行参数高效调整更具优势。通过构建低帧率的离散帧生成网络和双掩码数据利用策略，论文有效提升了数据的可用性和多样性。此外，采用难度自适应的课程学习方法，逐步引导模型从简单到困难的样本进行训练。实验结果显示，该框架在定量和定性上均优于现有的参数调整方法，验证了其在资源受限任务中的可行性。,2
MetaSpatial: Reinforcing 3D Spatial Reasoning in VLMs for the Metaverse,MetaSpatial：增强元宇宙中视觉语言模型的3D空间推理,Multimodal LLM,Other,https://arxiv.org/pdf/2503.18470,https://huggingface.co/papers/2503.18470,MetaSpatial 是首个基于强化学习的框架，旨在提升视觉语言模型（VLMs）在三维空间推理方面的能力，支持实时三维场景生成。该框架解决了 VLMs 内部化三维空间推理不足和传统监督微调效率低下的问题。MetaSpatial 采用多轮强化学习优化机制，结合物理约束和渲染图像评估，确保生成的三维布局既连贯又符合物理规律。通过迭代推理过程，模型能够动态调整空间布局，提高场景一致性。实验证明，MetaSpatial 显著改善了模型的空间一致性和对象放置的现实性，验证了强化学习在元宇宙、AR/VR 和游戏开发中的有效性。,2
Optimized Minimal 3D Gaussian Splatting,优化的最小3D高斯点云表示,Other,Other,https://arxiv.org/pdf/2503.16924,https://huggingface.co/papers/2503.16924,本论文提出了一种名为优化最小高斯表示（OMG）的新方法，旨在减少3D高斯点云表示中的存储需求，同时保持高渲染质量。OMG通过识别相似高斯以消除冗余，并采用紧凑的属性表示来有效捕捉高斯间的连续性与不规则性，从而显著降低所需高斯数量。实验表明，OMG相比于现有技术，存储需求减少近50%，并能实现600+帧每秒的渲染速度，展示了其在实时高性能渲染中的潜力。,1
Verbal Process Supervision Elicits Better Coding Agents,语言过程监督促进更好的编码智能体,Agent,Other,https://arxiv.org/pdf/2503.18494,https://huggingface.co/papers/2503.18494,本论文提出了一种名为CURA的代码理解与推理代理系统，利用新颖的语言过程监督（VPS）技术来提升代码生成能力。尽管大型语言模型在代码生成领域已取得显著进展，但仍面临复杂软件工程任务的挑战。研究表明，CURA在BigCodeBench等基准测试中相较于基线模型提升了3.65%的性能，并在结合o3-mini模型和VPS技术时达到了最先进的表现。该研究为将推理驱动架构与基于语言模型的代码生成相结合提供了新的思路，推动了语言模型在解决复杂软件工程问题上的能力。,0
"DynamicVis: An Efficient and General Visual Foundation Model for Remote
  Sensing Image Understanding",DynamicVis：一种高效通用的遥感图像理解视觉基础模型,Other,Other,https://arxiv.org/pdf/2503.16426,https://huggingface.co/papers/2503.16426,本文提出了DynamicVis，一个高效的视觉基础模型，旨在提升遥感图像理解的能力。尽管现有方法在多种应用中表现有限，DynamicVis通过引入基于选择性状态空间模型的动态区域感知骨干网络，成功平衡了局部细节提取与全局上下文整合，能够高效处理高分辨率图像。该模型采用多实例学习策略，利用百万级区域注释进行训练，展示了在九项下游任务中的卓越性能。实验结果表明，DynamicVis在处理2048×2048像素图像时，延迟仅为97毫秒，内存占用显著低于现有基线，展现了其在多层次特征建模中的优越性。,0
